סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1081      ,אבן מנחם                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,364       ,38        ,55        ,129       ,44        ,51        ,47
1082      ,מעגלים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,1569      ,132       ,394       ,624       ,195       ,158       ,66
1083      ,תושיה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,545       ,56        ,176       ,203       ,54        ,28        ,28
1084      ,בן שמן )כפר נוער(        ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,268       ,38        ,47        ,87        ,26        ,28        ,42
1085      ,כרם שלום                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,243       ,36        ,52        ,96        ,32        ,18        ,9
1094      ,כרם יבנה )ישיבה(         ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,316       ,90        ,70        ,137       ,9         ,4         ,6
1095      ,כפר מימון                ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,728       ,78        ,219       ,238       ,86        ,18        ,89
1098      ,מרכז שפירא               ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,2337      ,294       ,604       ,816       ,202       ,246       ,175
1102      ,צוקי ים                  ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,249       ,11        ,63        ,58        ,42        ,22        ,53
1103      ,גני הדר                  ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,385       ,38        ,82        ,127       ,54        ,39        ,45
1104      ,פוריה - כפר עבודה        ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,360       ,29        ,68        ,144       ,33        ,47        ,39
